total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,year,month,weekday,price_per_m2,floor_type
17,7950000.0,86.4,2019-04-24,4,2.72,3,52.7,1,True,False,False,12.7,0,Санкт-Петербург,31729.0,2468.0,0.0,3100.0,0.0,3100.0,0,2019,4,2,92013.89,Первый
2,2530000.0,46.0,2017-11-25,1,2.77,4,19.3,3,True,False,False,11.0,0,Всеволожск,,,,,,,42,2017,11,5,55000.0,Другой
11,7290000.0,74.3,2018-09-03,3,2.72,24,41.9,3,True,False,False,16.5,0,Санкт-Петербург,43820.0,10987.0,0.0,3100.0,0.0,3100.0,68,2018,9,0,98115.75,Другой
11,3250000.0,34.3,2018-04-03,1,2.72,11,14.73,7,True,False,False,9.36,0,Санкт-Петербург,22425.0,24137.0,0.0,3100.0,2.0,398.0,92,2018,4,1,94752.19,Другой
14,3900000.0,42.2,2018-03-08,1,2.72,14,14.7,4,True,False,False,10.4,0,Санкт-Петербург,23239.0,12102.0,1.0,1021.0,1.0,893.0,166,2018,3,3,92417.06,Другой
3,7820000.0,57.0,2019-04-18,2,2.72,5,33.0,3,True,False,False,8.0,0,Санкт-Петербург,26852.0,5700.0,2.0,586.0,0.0,3100.0,0,2019,4,3,137192.98,Другой
14,3650000.0,35.8,2017-09-22,1,2.5,14,20.3,2,True,False,False,7.7,0,Санкт-Петербург,46532.0,16030.0,0.0,3100.0,0.0,3100.0,48,2017,9,4,101955.31,Другой
5,5420000.0,43.4,2019-04-16,1,2.72,24,,2,True,False,False,12.4,2,Санкт-Петербург,23982.0,11634.0,0.0,3100.0,0.0,3100.0,0,2019,4,1,124884.79,Другой
6,4700000.0,42.0,2018-11-05,2,2.7,5,27.0,2,True,False,False,6.0,1,Санкт-Петербург,11944.0,13619.0,0.0,3100.0,0.0,3100.0,116,2018,11,0,111904.76,Другой
7,7990000.0,55.0,2017-09-18,2,2.8,16,29.0,6,True,False,False,10.0,2,Санкт-Петербург,41841.0,11838.0,1.0,275.0,0.0,3100.0,127,2017,9,0,145272.73,Другой
19,7250000.0,57.0,2018-12-13,2,2.72,6,29.0,5,True,False,False,10.0,0,Санкт-Петербург,9226.0,12619.0,1.0,546.0,0.0,3100.0,18,2018,12,3,127192.98,Другой
9,6850000.0,57.1,2016-02-04,2,2.72,9,29.5,4,True,False,False,9.0,0,Санкт-Петербург,9774.0,10315.0,1.0,466.0,0.0,3100.0,356,2016,2,3,119964.97,Другой
6,6000000.0,46.4,2016-02-19,1,2.5,16,18.0,5,False,False,False,11.5,1,Санкт-Петербург,9968.0,13344.0,0.0,3100.0,0.0,3100.0,120,2016,2,4,129310.34,Другой
20,4500000.0,52.5,2018-08-12,2,2.6,14,29.5,11,True,False,False,7.5,2,Санкт-Петербург,13787.0,11753.0,0.0,3100.0,0.0,3100.0,9,2018,8,6,85714.29,Другой
15,5000000.0,70.5,2018-01-23,3,2.65,9,44.9,9,True,False,False,10.5,1,Красное Село,25594.0,29018.0,0.0,3100.0,0.0,3100.0,219,2018,1,1,70921.99,Последний
15,5000000.0,43.0,2018-01-10,1,2.8,16,17.0,11,True,False,False,12.5,0,Санкт-Петербург,39771.0,8672.0,1.0,139.0,0.0,3100.0,103,2018,1,2,116279.07,Другой
17,3340000.0,37.0,2018-03-28,1,2.72,5,19.0,4,True,False,False,10.0,0,Санкт-Петербург,47303.0,25866.0,1.0,251.0,1.0,350.0,75,2018,3,2,90270.27,Другой
10,3350000.0,31.2,2017-06-30,1,2.5,9,15.6,9,True,False,False,8.2,0,Санкт-Петербург,46911.0,16431.0,0.0,3100.0,0.0,3100.0,21,2017,6,4,107371.79,Последний
9,1850000.0,40.2,2017-03-18,1,2.7,3,19.0,2,True,False,False,9.0,2,Выборг,,,,,,,147,2017,3,5,46019.9,Другой
0,5350000.0,65.6,2018-02-01,3,2.5,9,42.8,2,True,False,False,9.5,2,Санкт-Петербург,12975.0,15566.0,0.0,3100.0,0.0,3100.0,85,2018,2,3,81554.88,Другой
6,900000.0,30.0,2017-11-21,1,2.5,5,15.0,4,True,False,False,5.0,1,Ивангород,,,,,,,0,2017,11,1,30000.0,Другой
8,2050000.0,53.0,2016-06-03,2,2.72,5,29.0,4,True,False,False,9.0,0,Ивангород,,,,,,,327,2016,6,4,38679.25,Другой
7,3150000.0,37.3,2016-08-16,1,2.8,17,15.2,14,True,False,False,10.3,0,деревня Новое Девяткино,,,,,,,359,2016,8,1,84450.4,Другой
1,3930000.0,37.9,2016-04-19,1,2.72,10,17.8,6,False,False,False,8.3,2,Санкт-Петербург,14286.0,15280.0,0.0,3100.0,1.0,115.0,104,2016,4,1,103693.93,Другой
7,650000.0,46.0,2018-03-15,2,2.5,5,30.0,5,True,False,False,7.0,0,Сланцы,,,,,,,75,2018,3,3,14130.43,Последний
16,4200000.0,60.1,2017-09-11,3,2.65,9,43.0,1,True,False,False,7.0,2,Санкт-Петербург,28530.0,14249.0,0.0,3100.0,1.0,623.0,214,2017,9,0,69883.53,Первый
13,3700000.0,34.0,2019-03-18,1,2.6,10,18.0,8,True,False,False,8.0,1,Санкт-Петербург,32831.0,13995.0,1.0,104.0,1.0,393.0,0,2019,3,0,108823.53,Другой
20,1449900.0,43.8,2019-02-21,2,2.7,4,29.0,2,True,False,False,5.0,1,Волхов,,,,,,,0,2019,2,3,33102.74,Другой
1,3950000.0,52.03,2018-09-21,2,2.72,18,25.41,18,True,False,False,11.52,0,поселок Шушары,11976.0,17763.0,0.0,3100.0,0.0,3100.0,93,2018,9,4,75917.74,Последний
5,4600000.0,65.0,2017-10-12,3,2.72,15,44.0,11,True,False,False,11.0,2,Санкт-Петербург,16124.0,14619.0,2.0,578.0,1.0,685.0,90,2017,10,3,70769.23,Другой
3,3600000.0,45.2,2018-11-24,1,2.72,18,18.0,12,True,False,False,14.2,2,поселок Мурино,,,,,,,52,2018,11,5,79646.02,Другой
7,2700000.0,62.4,2018-11-03,3,2.5,5,36.7,5,True,False,False,8.1,0,Шлиссельбург,,,,,,,81,2018,11,5,43269.23,Последний
6,2650000.0,30.5,2018-02-06,1,2.6,4,17.2,2,True,False,False,5.0,1,Павловск,19516.0,31670.0,2.0,314.0,1.0,627.0,37,2018,2,1,86885.25,Другой
7,3200000.0,31.4,2017-09-02,1,2.6,9,16.0,7,True,False,False,9.0,0,Санкт-Петербург,18927.0,10458.0,0.0,3100.0,1.0,792.0,132,2017,9,5,101910.83,Другой
8,2400000.0,54.0,2016-04-06,3,2.72,5,36.0,5,True,False,False,5.0,0,Кингисепп,,,,,,,179,2016,4,2,44444.44,Последний
5,3810000.0,41.68,2018-07-10,1,2.7,19,19.0,4,True,False,False,10.44,0,Санкт-Петербург,37792.0,14635.0,0.0,3100.0,0.0,3100.0,67,2018,7,1,91410.75,Другой
11,3150000.0,33.0,2017-06-05,1,2.72,6,18.0,4,True,False,False,7.0,0,Санкт-Петербург,45133.0,17371.0,0.0,3100.0,0.0,3100.0,45,2017,6,0,95454.55,Другой
7,3900000.0,51.0,2018-02-22,2,2.54,9,30.5,9,True,False,False,7.0,1,Петергоф,45825.0,34301.0,1.0,556.0,0.0,3100.0,172,2018,2,3,76470.59,Последний
10,3400000.0,61.0,2016-03-11,2,2.5,9,32.0,6,False,False,False,14.4,2,Кировск,,,,,,,334,2016,3,4,55737.7,Другой
2,900000.0,42.8,2017-06-14,2,2.72,5,32.0,5,True,False,False,5.0,0,Сясьстрой,,,,,,,247,2017,6,2,21028.04,Последний
20,3850000.0,37.0,2018-10-14,1,2.5,16,18.2,15,False,False,False,8.8,1,Санкт-Петербург,41359.0,11491.0,2.0,75.0,0.0,3100.0,3,2018,10,6,104054.05,Другой
8,2300000.0,35.0,2018-03-14,1,2.7,15,17.0,3,False,False,False,9.0,2,Никольское,,,,,,,198,2018,3,2,65714.29,Другой
4,1690000.0,28.0,2017-08-09,1,2.72,5,17.0,1,True,False,False,6.0,0,Выборг,,,,,,,14,2017,8,2,60357.14,Первый
9,2650000.0,42.8,2017-04-25,2,2.72,5,30.0,3,True,False,False,4.5,0,Гатчина,,,,,,,49,2017,4,1,61915.89,Другой
12,5550000.0,68.0,2017-04-02,2,2.72,8,37.0,3,True,False,False,13.0,0,Санкт-Петербург,17674.0,16470.0,1.0,398.0,2.0,563.0,136,2017,4,6,81617.65,Другой
19,7200000.0,70.6,2018-06-21,3,2.6,9,48.0,6,True,False,False,8.0,0,Санкт-Петербург,15895.0,11223.0,1.0,681.0,0.0,3100.0,63,2018,6,3,101983.0,Другой
7,3700000.0,47.0,2018-09-12,2,2.72,9,29.0,7,True,False,False,9.0,0,Колпино,25316.0,31102.0,1.0,50.0,0.0,3100.0,7,2018,9,2,78723.4,Другой
6,3500000.0,31.0,2016-04-05,1,2.55,5,17.5,1,True,False,False,5.4,0,Зеленогорск,72005.0,53104.0,3.0,92.0,1.0,571.0,168,2016,4,1,112903.23,Первый
6,4400000.0,51.08,2016-11-08,2,2.72,5,26.4,4,False,False,False,10.2,1,Петергоф,39858.0,32539.0,0.0,3100.0,0.0,3100.0,254,2016,11,1,86139.39,Другой
12,6283000.0,70.8,2017-10-05,3,2.72,5,50.9,5,True,False,False,8.2,0,Санкт-Петербург,25335.0,4235.0,0.0,3100.0,0.0,3100.0,61,2017,10,3,88742.94,Последний
20,5350000.0,65.0,2018-07-09,2,2.78,25,30.0,9,True,False,False,12.0,0,Санкт-Петербург,16346.0,15142.0,0.0,3100.0,0.0,3100.0,52,2018,7,0,82307.69,Другой
8,4800000.0,58.0,2018-02-01,3,2.72,5,42.0,1,True,False,False,6.0,0,Санкт-Петербург,10980.0,9467.0,0.0,3100.0,0.0,3100.0,53,2018,2,3,82758.62,Первый
5,2500000.0,31.0,2018-01-05,1,2.5,5,18.0,2,True,False,False,5.5,0,поселок Парголово,55619.0,21294.0,0.0,3100.0,0.0,3100.0,102,2018,1,4,80645.16,Другой
8,3190000.0,31.0,2018-08-07,1,2.65,9,18.0,4,True,False,False,6.5,0,Санкт-Петербург,44931.0,16446.0,1.0,929.0,0.0,3100.0,51,2018,8,1,102903.23,Другой
1,2450000.0,49.0,2016-03-09,3,2.72,5,34.0,2,True,False,False,5.5,1,поселок Новый Свет,,,,,,,189,2016,3,2,50000.0,Другой
6,5100000.0,48.6,2017-11-29,2,2.72,3,32.5,3,True,False,False,8.0,0,Санкт-Петербург,42608.0,8765.0,0.0,3100.0,0.0,3100.0,12,2017,11,2,104938.27,Последний
11,5650000.0,46.3,2017-03-13,2,2.72,6,28.8,2,True,False,False,9.0,0,Санкт-Петербург,31327.0,3144.0,0.0,3100.0,0.0,3100.0,89,2017,3,0,122030.24,Другой
9,3050000.0,29.4,2018-02-27,1,2.72,5,15.1,4,True,False,False,7.3,0,Санкт-Петербург,42365.0,9857.0,3.0,510.0,1.0,565.0,225,2018,2,1,103741.5,Другой
12,9990000.0,67.0,2017-07-10,1,2.84,9,37.0,7,True,False,False,17.0,1,Санкт-Петербург,23988.0,5129.0,1.0,741.0,1.0,713.0,50,2017,7,0,149104.48,Другой
2,3700000.0,39.7,2017-07-11,1,2.55,4,21.0,1,True,False,False,7.4,0,Сестрорецк,57025.0,33954.0,2.0,357.0,2.0,248.0,37,2017,7,1,93198.99,Первый
6,9591727.0,72.0,2017-06-29,2,2.8,10,34.0,9,True,False,False,17.0,0,Санкт-Петербург,23756.0,5384.0,1.0,2295.0,1.0,534.0,118,2017,6,3,133218.43,Другой
4,4500000.0,42.1,2019-04-26,2,2.5,9,28.0,2,True,False,False,7.0,0,Санкт-Петербург,13889.0,10773.0,0.0,3100.0,0.0,3100.0,0,2019,4,4,106888.36,Другой
6,3900000.0,45.4,2017-09-22,2,2.72,5,27.8,3,True,False,False,7.1,0,Санкт-Петербург,19947.0,15543.0,1.0,215.0,2.0,920.0,121,2017,9,4,85903.08,Другой
3,3200000.0,32.0,2018-09-10,1,2.8,12,17.0,2,True,False,False,6.0,0,Санкт-Петербург,13482.0,14561.0,0.0,3100.0,1.0,97.0,9,2018,9,0,100000.0,Другой
11,4950000.0,45.8,2019-04-04,2,2.55,9,26.7,9,True,False,False,6.3,2,Санкт-Петербург,14107.0,15101.0,0.0,3100.0,1.0,295.0,0,2019,4,3,108078.6,Последний
15,7500000.0,67.0,2017-04-18,2,2.72,17,34.0,15,True,False,False,13.0,0,Санкт-Петербург,27918.0,12441.0,1.0,634.0,1.0,465.0,15,2017,4,1,111940.3,Другой
1,3300000.0,32.9,2018-11-01,1,2.72,12,17.9,7,True,False,False,6.2,0,Санкт-Петербург,47694.0,16122.0,0.0,3100.0,0.0,3100.0,7,2018,11,3,100303.95,Другой
10,5800000.0,57.0,2017-08-30,2,2.76,18,29.0,3,True,False,False,13.0,0,деревня Кудрово,,,,,,,122,2017,8,2,101754.39,Другой
19,5500000.0,55.0,2018-03-06,2,2.7,9,31.2,4,True,False,False,8.5,2,Санкт-Петербург,34589.0,12622.0,0.0,3100.0,0.0,3100.0,7,2018,3,1,100000.0,Другой
13,3990000.0,40.0,2018-09-03,1,2.6,19,18.0,15,True,False,False,11.3,1,поселок Шушары,11858.0,17411.0,0.0,3100.0,0.0,3100.0,81,2018,9,0,99750.0,Другой
13,3200000.0,32.2,2017-06-15,1,2.65,9,19.0,5,False,False,False,6.5,2,Санкт-Петербург,46240.0,14856.0,1.0,451.0,0.0,3100.0,45,2017,6,3,99378.88,Другой
0,2950000.0,30.0,2017-11-21,1,2.5,9,16.0,5,True,False,False,7.0,0,Санкт-Петербург,14442.0,11734.0,1.0,641.0,1.0,84.0,168,2017,11,1,98333.33,Другой
15,9900000.0,85.0,2019-05-01,3,2.78,25,49.0,14,True,False,False,13.0,2,Санкт-Петербург,39653.0,8913.0,0.0,3100.0,0.0,3100.0,0,2019,5,2,116470.59,Другой
11,3300000.0,33.0,2017-12-26,1,2.5,15,18.6,1,True,False,False,6.3,2,Санкт-Петербург,51144.0,16472.0,0.0,3100.0,0.0,3100.0,17,2017,12,1,100000.0,Первый
9,4400000.0,72.0,2018-08-31,2,2.7,10,42.0,3,True,False,False,12.0,0,деревня Кальтино,,,,,,,98,2018,8,4,61111.11,Другой
7,3500000.0,34.4,2018-03-12,1,2.55,16,18.6,5,True,False,False,7.1,0,Санкт-Петербург,21297.0,14515.0,1.0,835.0,2.0,839.0,143,2018,3,0,101744.19,Другой
10,4150000.0,52.5,2019-03-25,2,2.72,16,30.0,13,True,False,False,10.0,0,деревня Новое Девяткино,,,,,,,5,2019,3,0,79047.62,Другой
3,5496074.0,48.6,2016-04-25,1,2.72,11,13.0,3,False,False,False,15.0,2,Санкт-Петербург,23609.0,5299.0,0.0,3100.0,1.0,433.0,60,2016,4,0,113087.94,Другой
20,7030000.0,42.6,2017-11-20,2,2.7,11,29.0,2,True,False,False,10.0,0,Санкт-Петербург,34496.0,15595.0,1.0,513.0,3.0,222.0,0,2017,11,0,165023.47,Другой
19,6500000.0,69.7,2018-10-05,3,2.5,9,42.0,4,True,False,False,7.9,0,Санкт-Петербург,44812.0,15039.0,1.0,301.0,0.0,3100.0,13,2018,10,4,93256.81,Другой
4,8560000.0,65.7,2017-11-10,2,2.76,11,30.9,6,True,False,False,13.1,1,Санкт-Петербург,31364.0,5045.0,1.0,485.0,0.0,3100.0,11,2017,11,4,130289.19,Другой
9,4600000.0,50.0,2019-02-28,2,2.72,9,32.0,7,True,False,False,6.0,0,Санкт-Петербург,43033.0,15537.0,0.0,3100.0,0.0,3100.0,14,2019,2,3,92000.0,Другой
6,4990000.0,57.84,2018-08-22,2,2.65,27,,13,True,False,False,10.19,2,поселок Мурино,,,,,,,60,2018,8,2,86272.48,Другой
19,7400000.0,69.2,2019-03-17,3,2.72,12,43.78,12,True,False,False,7.06,0,Санкт-Петербург,12952.0,14258.0,1.0,162.0,1.0,745.0,34,2019,3,6,106936.42,Последний
9,4700000.0,61.0,2019-03-19,2,2.65,10,35.0,4,False,False,False,10.5,2,поселок Парголово,55827.0,21502.0,0.0,3100.0,0.0,3100.0,0,2019,3,1,77049.18,Другой
19,2350000.0,32.0,2018-09-06,1,2.65,9,18.0,2,True,False,False,6.0,0,Сертолово,,,,,,,41,2018,9,3,73437.5,Другой
16,3900000.0,58.2,2017-01-23,2,2.58,13,34.4,1,False,False,False,10.6,0,поселок Парголово,54171.0,24096.0,0.0,3100.0,0.0,3100.0,32,2017,1,0,67010.31,Первый
10,3400000.0,29.9,2017-12-21,1,2.5,5,15.4,5,True,False,False,7.2,0,Санкт-Петербург,44734.0,13846.0,0.0,3100.0,0.0,3100.0,103,2017,12,3,113712.37,Последний
20,4440000.0,41.4,2018-11-18,1,2.7,18,16.7,10,True,False,False,10.9,0,Кудрово,,,,,,,0,2018,11,6,107246.38,Другой
6,3050000.0,42.0,2018-03-26,1,2.72,10,18.0,5,True,False,False,12.0,0,поселок Романовка,,,,,,,172,2018,3,0,72619.05,Другой
4,3244000.0,35.86,2018-03-22,1,2.72,12,17.0,2,True,False,False,9.6,0,поселок Бугры,,,,,,,7,2018,3,3,90462.91,Другой
8,5150000.0,55.4,2019-01-30,3,2.72,5,40.4,3,True,False,False,5.0,0,Санкт-Петербург,29535.0,8382.0,2.0,519.0,0.0,3100.0,50,2019,1,2,92960.29,Другой
18,8400000.0,84.0,2018-06-26,2,2.75,3,41.0,1,True,False,False,13.0,0,Зеленогорск,73827.0,54926.0,0.0,3100.0,0.0,3100.0,201,2018,6,1,100000.0,Первый
10,4110000.0,41.0,2018-02-01,3,2.5,5,28.4,2,True,False,False,5.3,0,Санкт-Петербург,11813.0,10742.0,0.0,3100.0,1.0,178.0,15,2018,2,3,100243.9,Другой
6,4600000.0,40.0,2018-12-12,1,2.65,17,18.0,2,True,False,False,11.4,2,Санкт-Петербург,14932.0,11348.0,1.0,36.0,1.0,274.0,56,2018,12,2,115000.0,Другой
6,4100000.0,41.5,2018-01-11,1,2.7,17,16.5,14,True,False,False,11.7,2,Санкт-Петербург,17209.0,16005.0,1.0,557.0,2.0,830.0,45,2018,1,3,98795.18,Другой
8,4100000.0,36.8,2018-09-04,1,2.6,10,17.7,6,True,False,False,8.3,1,Санкт-Петербург,36614.0,12325.0,0.0,3100.0,0.0,3100.0,72,2018,9,1,111413.04,Другой
6,2370000.0,40.0,2018-03-06,1,2.65,5,23.0,2,True,False,False,9.0,2,Кировск,,,,,,,106,2018,3,1,59250.0,Другой
14,3800000.0,36.5,2017-09-19,1,2.72,16,16.3,12,True,False,False,9.0,0,Санкт-Петербург,33562.0,14660.0,0.0,3100.0,1.0,1021.0,276,2017,9,1,104109.59,Другой
10,6760000.0,70.5,2018-10-26,3,2.65,16,42.4,10,True,False,False,10.8,0,Санкт-Петербург,36382.0,11581.0,0.0,3100.0,1.0,794.0,39,2018,10,4,95886.52,Другой
5,2350000.0,44.8,2017-06-16,2,2.5,5,28.0,4,True,False,False,5.6,0,поселок Рощино,,,,,,,99,2017,6,4,52455.36,Другой
12,4000000.0,37.0,2017-08-23,1,2.72,9,17.8,9,True,False,False,8.3,0,Санкт-Петербург,34517.0,15561.0,1.0,421.0,3.0,381.0,44,2017,8,2,108108.11,Последний
0,1450000.0,44.0,2019-03-01,2,2.5,5,27.0,5,True,False,False,6.0,1,Сясьстрой,,,,,,,45,2019,3,4,32954.55,Последний
12,4200000.0,43.0,2016-09-08,2,2.72,5,28.0,3,True,False,False,5.1,0,Санкт-Петербург,10989.0,9421.0,0.0,3100.0,0.0,3100.0,349,2016,9,3,97674.42,Другой
20,5900000.0,65.3,2018-07-21,3,2.5,9,42.7,4,False,False,False,9.9,0,Санкт-Петербург,14908.0,14667.0,2.0,106.0,0.0,3100.0,0,2018,7,5,90352.22,Другой
18,2450000.0,31.5,2018-08-25,1,2.5,5,16.7,5,True,False,False,7.7,0,Петергоф,45547.0,48972.0,0.0,3100.0,0.0,3100.0,22,2018,8,5,77777.78,Последний
5,5390000.0,68.0,2016-06-28,3,2.5,5,45.0,3,False,False,False,7.0,1,Санкт-Петербург,10809.0,14388.0,1.0,540.0,1.0,564.0,13,2016,6,1,79264.71,Другой
0,3600000.0,45.0,2016-07-04,2,2.72,9,28.0,6,True,False,False,7.0,2,Санкт-Петербург,32193.0,12786.0,0.0,3100.0,0.0,3100.0,128,2016,7,0,80000.0,Другой
2,11400000.0,81.2,2016-04-27,3,2.72,3,45.7,2,True,False,False,14.3,0,Санкт-Петербург,23128.0,2669.0,0.0,3100.0,3.0,611.0,89,2016,4,2,140394.09,Другой
20,6650000.0,65.0,2018-08-15,2,2.75,25,35.0,5,True,False,False,13.0,1,поселок Мурино,,,,,,,242,2018,8,2,102307.69,Другой
8,4125000.0,37.5,2018-02-02,1,2.55,9,14.6,2,True,False,False,8.4,0,Санкт-Петербург,32668.0,13832.0,0.0,3100.0,0.0,3100.0,62,2018,2,4,110000.0,Другой
14,2750000.0,41.5,2017-10-04,3,2.72,5,29.6,5,True,False,False,5.3,0,поселок Шушары,18055.0,23844.0,0.0,3100.0,1.0,771.0,28,2017,10,2,66265.06,Последний
20,5812413.0,89.7,2017-03-21,3,2.72,23,47.0,14,True,False,False,16.5,0,Санкт-Петербург,22212.0,17399.0,0.0,3100.0,1.0,233.0,140,2017,3,1,64798.36,Другой
14,3050000.0,30.4,2018-02-09,1,2.52,5,18.0,2,True,False,False,5.3,1,Санкт-Петербург,11940.0,10602.0,0.0,3100.0,1.0,492.0,29,2018,2,4,100328.95,Другой
10,4250000.0,37.0,2018-06-29,1,2.7,16,18.5,2,True,False,False,10.0,0,Санкт-Петербург,32969.0,14133.0,1.0,301.0,2.0,240.0,25,2018,6,4,114864.86,Другой
2,5600000.0,41.41,2018-03-31,1,2.72,13,12.3,10,True,False,False,11.24,0,Санкт-Петербург,35966.0,11487.0,0.0,3100.0,3.0,363.0,227,2018,3,5,135233.04,Другой
10,6800000.0,67.0,2018-02-21,3,2.5,10,42.8,1,True,False,False,8.3,2,Санкт-Петербург,45510.0,16601.0,1.0,385.0,0.0,3100.0,96,2018,2,2,101492.54,Первый
7,5200000.0,52.0,2016-07-04,2,2.72,12,30.5,12,True,False,False,9.0,1,Санкт-Петербург,34636.0,12010.0,0.0,3100.0,0.0,3100.0,60,2016,7,0,100000.0,Последний
5,3100000.0,30.0,2018-02-21,1,2.6,5,17.0,3,True,False,False,5.5,0,Санкт-Петербург,12810.0,9642.0,0.0,3100.0,0.0,3100.0,14,2018,2,2,103333.33,Другой
5,4900000.0,38.5,2017-09-20,1,2.7,25,18.0,7,True,False,False,10.2,1,Санкт-Петербург,42067.0,10001.0,0.0,3100.0,0.0,3100.0,70,2017,9,2,127272.73,Другой
8,1700000.0,55.2,2018-03-24,3,2.5,5,38.5,5,True,False,False,4.5,0,Кириши,,,,,,,0,2018,3,5,30797.1,Последний
7,3750000.0,41.0,2018-04-03,1,2.6,10,18.7,9,True,False,False,10.7,0,поселок Шушары,12003.0,17790.0,0.0,3100.0,0.0,3100.0,240,2018,4,1,91463.41,Другой
17,5300000.0,58.7,2018-02-12,2,2.75,23,32.7,9,True,False,False,11.8,2,Санкт-Петербург,22219.0,17547.0,0.0,3100.0,1.0,144.0,212,2018,2,0,90289.61,Другой
11,6950000.0,77.0,2018-02-01,3,2.72,5,40.0,3,True,False,False,13.3,0,Санкт-Петербург,25019.0,3349.0,2.0,471.0,0.0,3100.0,134,2018,2,3,90259.74,Другой
1,3400000.0,38.7,2018-01-10,1,2.72,12,16.5,3,True,False,False,10.0,0,Санкт-Петербург,19826.0,21538.0,0.0,3100.0,1.0,667.0,12,2018,1,2,87855.3,Другой
4,2500000.0,34.0,2018-09-09,1,2.5,9,19.0,1,True,False,False,7.0,2,Колпино,26920.0,32706.0,1.0,325.0,1.0,1140.0,32,2018,9,6,73529.41,Первый
10,3997000.0,57.0,2017-04-27,3,2.72,5,37.0,1,True,False,False,6.0,0,Санкт-Петербург,45487.0,15517.0,0.0,3100.0,0.0,3100.0,8,2017,4,3,70122.81,Первый
4,4850000.0,60.6,2017-05-02,3,2.55,9,44.0,6,False,False,False,7.0,1,Санкт-Петербург,14803.0,11390.0,0.0,3100.0,1.0,847.0,38,2017,5,1,80033.0,Другой
12,1490000.0,36.0,2018-09-10,1,2.5,5,17.1,3,True,False,False,8.4,2,Волосово,,,,,,,23,2018,9,0,41388.89,Другой
15,6800000.0,57.8,2017-04-28,3,2.8,5,33.7,4,True,False,False,9.7,0,Санкт-Петербург,21545.0,1166.0,1.0,803.0,2.0,22.0,402,2017,4,4,117647.06,Другой
0,5000000.0,60.2,2018-02-01,3,2.55,9,43.0,9,True,False,False,6.4,2,Санкт-Петербург,11361.0,15727.0,0.0,3100.0,0.0,3100.0,114,2018,2,3,83056.48,Последний
1,3700000.0,35.6,2016-06-17,1,2.72,10,17.0,9,True,False,False,7.0,1,Санкт-Петербург,17944.0,11212.0,0.0,3100.0,0.0,3100.0,77,2016,6,4,103932.58,Другой
